timestamp,process_pid,process_name,process_status,process_threads,process_cpu_percent,process_memory_mb,process_memory_percent,child_process_count,child_cpu_total,child_memory_total_mb,system_cpu_percent,system_cpu_count_logical,system_cpu_count_physical,system_cpu_freq_current,system_cpu_freq_max,system_memory_total_gb,system_memory_available_gb,system_memory_used_gb,system_memory_percent,system_memory_cached_gb,disk_total_gb,disk_used_gb,disk_free_gb,disk_percent,disk_read_mb,disk_write_mb,network_sent_mb,network_recv_mb,network_connections,network_connections_established,load_avg_1min,load_avg_5min,load_avg_15min,workload_tasks_pending,workload_tasks_running,workload_tasks_completed,workload_queue_size,threadpool_size,threadpool_active,threadpool_idle,perf_loop_rate_hz,perf_avg_loop_time_ms,perf_max_loop_time_ms,perf_gc_collections,perf_gc_time_ms,files_open,files_max,files_percent,db_connections_active,db_connections_idle,db_pool_size,api_mt5_connected,api_mt5_latency_ms,api_rate_limit_remaining,errors_total,errors_last_hour,warnings_total,warnings_last_hour,exceptions_total,exceptions_last_hour,system_uptime_seconds,process_uptime_seconds,cpu_temp_celsius,gpu_temp_celsius
2025-12-30T23:55:44.967431+00:00,29896,python.exe,running,21,2.1,95.07421875,0.6104926783017873,1,0.0,22.46484375,0.0,12,6,3301.0,3301.0,15.208358764648438,2.9349021911621094,12.273456573486328,80.7,0.0,952.1718711853027,193.59435272216797,758.5775184631348,20.3,214.36767578125,121.5888671875,2.674795150756836,2.724087715148926,113,25,0.08,0.03,0.01,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,5,0,0.0,0,0,0,False,0.0,0,0,0,0,0,0,0,158049.8219423294,157.71679782867432,0.0,0.0
2025-12-30T23:55:50.192435+00:00,29896,python.exe,running,21,2.7,95.07421875,0.6104926783017873,1,0.0,22.46484375,13.5,12,6,3301.0,3301.0,15.208358764648438,2.865570068359375,12.342788696289062,81.2,0.0,952.1718711853027,193.5944938659668,758.5773773193359,20.3,219.3642578125,122.0927734375,2.8007354736328125,2.7488889694213867,116,25,0.08,0.03,0.01,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,5,0,0.0,0,0,0,False,0.0,0,0,0,0,0,0,0,158055.047457695,162.9423131942749,0.0,0.0
2025-12-30T23:55:55.418349+00:00,29896,python.exe,running,21,21.0,94.19921875,0.6048741089300137,1,0.0,22.46484375,0.0,12,6,3301.0,3301.0,15.208358764648438,2.88299560546875,12.325363159179688,81.0,0.0,952.1718711853027,193.59579849243164,758.5760726928711,20.3,222.1337890625,124.4560546875,2.836606025695801,2.788649559020996,114,26,0.07,0.03,0.01,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,5,0,0.0,0,0,0,False,0.0,0,0,0,0,0,0,0,158060.26750326157,168.16235876083374,0.0,0.0
2025-12-30T23:56:00.637985+00:00,29896,python.exe,running,21,1.5,95.6796875,0.614380527643863,1,0.0,22.46484375,8.3,12,6,3301.0,3301.0,15.208358764648438,2.9447593688964844,12.263599395751953,80.6,0.0,952.1718711853027,193.59574127197266,758.5761299133301,20.3,223.7509765625,124.8037109375,2.8512258529663086,2.8016910552978516,115,26,0.06,0.03,0.01,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,5,0,0.0,0,0,0,False,0.0,0,0,0,0,0,0,0,158065.49192762375,173.38678312301636,0.0,0.0
2025-12-30T23:56:05.862564+00:00,29896,python.exe,running,21,1.8,95.68359375,0.6144056105428441,1,0.0,22.46484375,2.8,12,6,3301.0,3301.0,15.208358764648438,3.03643798828125,12.171920776367188,80.0,0.0,952.1718711853027,193.5974006652832,758.5744705200195,20.3,224.1650390625,127.4287109375,2.867694854736328,2.8098716735839844,112,26,0.06,0.03,0.01,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,5,0,0.0,0,0,0,False,0.0,0,0,0,0,0,0,0,158070.7186191082,178.61347460746765,0.0,0.0
2025-12-30T23:56:11.089562+00:00,29896,python.exe,running,21,23.1,94.21875,0.6049995234249194,1,0.0,22.46484375,14.3,12,6,3301.0,3301.0,15.208358764648438,3.0128517150878906,12.195507049560547,80.2,0.0,952.1718711853027,193.59624862670898,758.5756225585938,20.3,224.3212890625,131.7685546875,2.8856115341186523,2.8218507766723633,112,26,0.05,0.03,0.01,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,5,0,0.0,0,0,0,False,0.0,0,0,0,0,0,0,0,158075.95441794395,183.84927344322205,0.0,0.0
2025-12-30T23:56:16.325234+00:00,29896,python.exe,running,21,2.4,95.69140625,0.6144557763408064,1,0.0,22.46484375,9.5,12,6,3301.0,3301.0,15.208358764648438,2.8571815490722656,12.351177215576172,81.2,0.0,952.1718711853027,193.59631729125977,758.575553894043,20.3,245.58544921875,132.8388671875,2.910782814025879,2.842428207397461,114,26,0.05,0.03,0.01,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,5,0,0.0,0,0,0,False,0.0,0,0,0,0,0,0,0,158081.1611175537,189.05597305297852,0.0,0.0
2025-12-30T23:56:21.544667+00:00,29896,python.exe,running,21,2.1,95.69140625,0.6144557763408064,1,0.0,22.46484375,6.0,12,6,3301.0,3301.0,15.208358764648438,2.211780548095703,12.996578216552734,85.5,0.0,952.1718711853027,193.60031127929688,758.5715599060059,20.3,326.1103515625,145.9873046875,3.0286245346069336,3.633673667907715,132,36,0.05,0.03,0.01,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,5,0,0.0,0,0,0,False,0.0,0,0,0,0,0,0,0,158086.38844275475,194.28329825401306,0.0,0.0
2025-12-30T23:56:26.759984+00:00,29896,python.exe,running,21,25.7,94.33984375,0.6057770932933345,1,0.0,22.46484375,56.5,12,6,3301.0,3301.0,15.208358764648438,3.420215606689453,11.788143157958984,77.5,0.0,952.1718711853027,193.48916244506836,758.6827087402344,20.3,503.005859375,152.7568359375,3.0837860107421875,3.688497543334961,121,22,0.04,0.03,0.01,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,5,0,0.0,0,0,0,False,0.0,0,0,0,0,0,0,0,158091.72666192055,199.62151741981506,0.0,0.0
2025-12-30T23:56:32.097738+00:00,29896,python.exe,running,21,3.0,95.109375,0.6107184243926176,1,0.0,22.46484375,8.3,12,6,3301.0,3301.0,15.208358764648438,2.8606834411621094,12.347675323486328,81.2,0.0,952.1718711853027,193.4925193786621,758.6793518066406,20.3,631.09521484375,162.6513671875,3.674555778503418,4.025408744812012,147,34,0.04,0.02,0.01,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,5,0,0.0,0,0,0,False,0.0,0,0,0,0,0,0,0,158096.96464323997,204.85949873924255,0.0,0.0
