timestamp,pids,cpu_delta_s,mem_mb,errors_delta,errors_total,trades_delta,trades_total,restarts_total,log_bytes
2025-12-29T13:38:32.9605123+05:00,19428,2.672,93.66,0,13,0,2627,0,889292
2025-12-29T13:39:03.0690571+05:00,19428,2.703,90.75,0,13,0,2627,0,892018
2025-12-29T13:39:33.1864409+05:00,19428,2.953,90.82,0,13,0,2627,0,892964
2025-12-29T13:40:03.2965133+05:00,19428,3.594,91.11,0,13,0,2627,0,894069
2025-12-29T13:40:33.4041850+05:00,19428,3.594,91.34,0,13,0,2627,0,895015
2025-12-29T08:40:57.036656+00:00,indicator_stress_test,ultra_aggressive,BTCUSD#,tests=12 passed=9 grade=B
2025-12-29T13:41:03.5109202+05:00,19428,4,91.28,0,13,0,2627,0,896081
2025-12-29T13:41:33.6448501+05:00,19428,4.766,91.29,0,13,0,2627,0,897027
2025-12-29T08:41:35.553605+00:00,indicator_stress_test,ultra_aggressive,BTCUSD#,tests=12 passed=9 grade=B
2025-12-29T08:41:56.972377+00:00,indicator_stress_test,ultra_aggressive,BTCUSD#,tests=12 passed=12 grade=A+
2025-12-29T13:42:03.7526779+05:00,19428,5.031,91.32,0,13,0,2627,0,897973
2025-12-29T13:42:33.8686490+05:00,19428,5.156,92.25,0,13,0,2627,0,899172
2025-12-29T13:43:03.9921816+05:00,19428,5.719,91.37,0,13,0,2627,0,900568
2025-12-29T13:43:34.1148348+05:00,19428,5.828,91.48,0,13,0,2627,0,901514
2025-12-29T13:44:04.2279925+05:00,19428,6.016,91.52,0,13,0,2627,0,902580
2025-12-29T13:44:34.3488208+05:00,19428,6.438,91.57,0,13,0,2627,0,903882
2025-12-29T13:45:04.4715245+05:00,,0,0,0,13,9,2636,0,908608
2025-12-29T13:45:17.7690601+05:00,rpc_pipeline_test,ultra_aggressive,BTCUSD#,7/10 trades OK - 70% success rate
2025-12-29T13:45:34.6144013+05:00,,0,0,0,13,0,2636,0,908608
2025-12-29T13:46:04.7342515+05:00,21932,0,86.87,0,13,0,2636,0,913416
2025-12-29T13:46:34.8569740+05:00,21932,0.547,87.58,0,13,0,2636,0,914346
2025-12-29T13:47:04.9838078+05:00,21932,0.859,88.16,0,13,0,2636,0,915276
2025-12-29T13:47:15.6699588+05:00,session_summary,ultra_aggressive,BTCUSD#,Grade A- | Indicators 100% | RPC 70% | 0 errors
2025-12-29T13:47:35.1252536+05:00,21932,1.156,86.04,0,13,0,2636,0,916397
2025-12-29T13:48:05.2572265+05:00,21932,1.484,86.95,0,13,0,2636,0,917489
2025-12-29T13:48:35.3777485+05:00,21932,1.75,86.18,0,13,0,2636,0,918425
2025-12-29T13:49:05.5142728+05:00,21336,0,85.92,0,13,0,2636,0,923351
2025-12-29T13:49:35.6352861+05:00,21336,0.406,87.35,0,13,0,2636,0,924434
2025-12-29T13:50:05.7777869+05:00,20060,0,87.16,0,13,0,2636,0,929516
2025-12-29T13:50:35.9030818+05:00,18388;20060,0.547,175.68,0,13,0,2636,0,935063
2025-12-29T13:51:06.0457062+05:00,20060,0.844,86.31,0,13,0,2636,0,936458
2025-12-29T13:51:36.1721498+05:00,20060,1.234,86.39,0,13,0,2636,0,937388
2025-12-29T13:52:06.3467487+05:00,20060;23012,2.516,174.71,0,13,0,2636,0,942785
2025-12-29T13:52:36.6447213+05:00,20060,3.891,86.39,0,13,0,2636,0,944651
2025-12-29T13:53:06.9737402+05:00,20060,4.453,86.59,0,13,0,2636,0,945702
2025-12-29T13:53:37.2199046+05:00,20060;22132,5.688,175.03,0,13,0,2636,0,951440
2025-12-29T13:54:07.5370258+05:00,20060,5.844,88.71,0,13,0,2636,0,952841
2025-12-29T13:54:37.8087910+05:00,20060,6.734,86.88,0,13,0,2636,0,953936
2025-12-29T13:55:08.0646224+05:00,17768;20060,6.719,175.47,0,13,0,2636,0,959673
2025-12-29T13:55:38.3360169+05:00,20060,8.578,87.33,0,13,0,2636,0,961074
2025-12-29T13:56:08.6237799+05:00,20060;21244,9.391,174.81,0,13,0,2636,0,966277
2025-12-29T13:56:38.9183989+05:00,,0,0,0,13,0,2636,0,967401
2025-12-29T13:57:09.2065614+05:00,15164,0,90.81,0,13,2,2638,0,972598
2025-12-29T13:57:18.3731730+05:00,bugfix_spread_config,critical,BTCUSD#,Fixed schema - trades now executing
2025-12-29T13:57:39.5354380+05:00,15164,1.312,90.72,0,13,2,2640,0,975193
2025-12-29T13:58:05.1624562+05:00,session_complete,A+,BTCUSD#,All systems operational - 100% success rate
2025-12-29T13:58:09.8141528+05:00,15164,1.781,89.87,0,13,0,2640,0,976479
2025-12-29T13:58:40.1117122+05:00,15164,2.188,89.96,0,13,0,2640,0,977409
2025-12-29T13:59:10.3314854+05:00,15164,2.844,90.62,0,13,0,2640,0,978501
2025-12-29T13:59:40.5259530+05:00,15164,3.297,89.94,0,13,0,2640,0,979437
2025-12-29T14:00:10.7554336+05:00,15164,3.984,90.04,0,13,0,2640,0,980488
2025-12-29T14:00:40.9838722+05:00,15164,5.516,90.28,0,13,0,2640,0,981424
2025-12-29T14:01:11.2492475+05:00,15164,5.359,90.4,0,13,0,2640,0,982360
2025-12-29T14:01:41.5037536+05:00,15164,5.875,90.49,0,13,0,2640,0,983455
2025-12-29T14:02:11.7264439+05:00,15164,7.172,90.87,0,13,0,2640,0,984391
2025-12-29T14:02:41.9958990+05:00,15164,9.25,90.97,0,13,0,2640,0,985327
2025-12-29T14:03:12.2397648+05:00,15164,8.375,91.04,0,13,0,2640,0,986378
